0_name,0_logfoldchange,0_pval,1_name,1_logfoldchange,1_pval,2_name,2_logfoldchange,2_pval,3_name,3_logfoldchange,3_pval,4_name,4_logfoldchange,4_pval,5_name,5_logfoldchange,5_pval,6_name,6_logfoldchange,6_pval,7_name,7_logfoldchange,7_pval,8_name,8_logfoldchange,8_pval,9_name,9_logfoldchange,9_pval,10_name,10_logfoldchange,10_pval,11_name,11_logfoldchange,11_pval,12_name,12_logfoldchange,12_pval,13_name,13_logfoldchange,13_pval,14_name,14_logfoldchange,14_pval
Rps16,0.4019547,1.0601883959602797e-87,Thbs3,3.393471,9.511591122233977e-227,Bcl11a,1.4857177,1.0292442938266215e-59,Cox5a,0.6711559,8.561378211021786e-44,Hand2,0.98319405,3.129548962774559e-33,Hmga2,1.4235357,1.3362435177344746e-41,Sntg2,2.4048972,1.885628249396079e-43,Atp5a1,0.75766736,5.778062765533309e-33,mt-Atp6,0.64129907,4.912573658294528e-57,Hist1h1c,2.1808286,2.9881874151508247e-18,Rbpms,2.0685527,1.2400374123171006e-59,Dcn,2.7144434,3.8999400137654096e-11,Akap7,4.3545036,1.8113508850959133e-11,Myh9,2.3917828,4.150123372131595e-09,Adgrl2,1.8986977,1.4348295297567537e-05
Serf2,0.44070444,1.9103567740106928e-87,Htra3,2.5980496,1.5157123507447267e-224,Id2,1.0497457,1.594984280420403e-59,Actg1,0.4559141,8.708807504227645e-44,Gabarap,0.5546499,6.929483547143823e-33,Stmn1,1.0849478,1.7845104264183274e-41,Calm1,0.84595937,1.1767708899515181e-42,Irf2bp2,1.7315689,1.1182601013557103e-32,Esam,4.9434075,1.4812217017576307e-56,Ostc,0.78141296,3.130571990605022e-18,Axl,2.5274765,1.332773552730159e-59,Tmem108,3.9293857,4.919237055614301e-11,Lhfp,2.6702688,1.975121139671772e-11,Ece1,3.3721392,5.025677693246979e-09,Atp1a1,1.8510088,2.0041881768498638e-05
Sulf1,1.285581,7.976797389756891e-85,Meg3,0.9724711,3.6070628633566017e-221,Sub1,0.53647524,9.77968960689754e-59,G3bp1,0.726377,1.6411290160624515e-43,Hnrnpa1,0.50667983,1.5545995005682425e-32,Serbp1,0.6806291,2.138856932298136e-41,Stmn1,1.2489098,2.0665521400964874e-42,mt-Nd3,0.7423933,3.2587777581177013e-32,mt-Co1,0.6828313,4.931847566549832e-55,Clic1,0.73521686,3.6311323179607775e-18,Prkar1a,1.9232156,1.3817007582468376e-59,Colec12,2.2409348,4.9247352967783604e-11,Cd302,2.903726,3.20009359842234e-11,Foxq1,6.2120895,5.462752104975526e-09,Rarres2,1.7385982,2.1826249432725757e-05
Cd63,0.63149995,1.6672498510068125e-83,Rrbp1,1.2416655,1.0794976443924285e-217,Naca,0.36076936,1.4474124052168664e-58,Psmb6,0.63283837,2.1717471931215736e-43,Hbb-y,1.9829049,3.6046379377032443e-32,Prdx2,0.6559298,5.034031685741097e-41,Egln3,2.4913034,3.611135201110062e-42,Pam,1.9141068,9.756894867405002e-32,Itm2b,1.2538332,1.1165521889514812e-54,Cdkn3,2.6431823,6.6463349725497826e-18,Des,2.4453743,3.175214640076783e-59,Mfap2,1.069933,8.660719057667657e-11,Epas1,4.3723264,3.783666858953654e-11,Col4a1,1.8212378,8.128999100293875e-09,Ahnak,1.410621,2.3490392577341095e-05
Basp1,0.77011967,1.2099083519386294e-82,Mmp23,2.728642,5.366661416887209e-216,Ppp1r12b,1.4076722,4.6076896490762756e-58,Ndufa4,0.5472667,2.8203804680794604e-43,Ntf5,2.1233995,3.8855293061375535e-32,Pgam1,0.79866046,1.2247992558794192e-40,Mtus2,2.166528,3.62084715745873e-42,Vim,0.87930256,3.388359314973071e-31,Sptbn1,1.6143585,1.8521337843953293e-54,Atp5j,0.63451254,1.8822707756718332e-17,Mylk,2.6365712,1.00618345673706e-58,Plpp3,2.3845272,9.198781428173856e-11,Imp3,2.1027222,4.1284290029418646e-11,Aldh1a3,5.1596394,1.623632589825027e-08,Rab18,1.416567,2.3694147901925188e-05
Meg3,0.55740047,2.3886922199627653e-82,Sptbn1,1.3724276,1.996435200594057e-215,Kit,1.9257766,4.906218991865574e-56,Hmga2,1.256765,3.927883092867045e-43,Amot,1.6198307,4.110612612727467e-32,Tmem176a,1.100229,2.23981603984863e-40,Sh3bgr,5.1595025,3.6452408646267364e-42,Mdfic,2.7165246,4.550765730366679e-31,Rgs7bp,3.7251415,3.7513032757280465e-54,Rtraf,0.73148566,2.311420157615675e-17,Itga4,5.2421336,1.874801964248819e-58,Kdelr2,1.4375441,1.4392757946612798e-10,Bmp4,3.267566,4.48428384199146e-11,Sept4,4.144234,1.881846149007307e-08,Adgre5,3.165644,2.381720711474195e-05
Igf2r,0.86349237,5.838746191484075e-82,Ogn,2.222767,8.824857954873267e-214,Rpl26,0.29047886,5.90851053971456e-56,Zfhx4,0.9263782,1.6085296793060682e-42,Snai2,1.0373323,7.889555070745325e-32,Hdgf,0.98745877,2.887418299575937e-40,Pkm,0.9498236,9.264758025666776e-42,Ddx5,0.7500317,7.247996362737363e-31,Axl,2.3202918,1.3153509845141703e-53,Ywhaq,0.7005227,3.691432201130851e-17,Hey2,4.4866753,4.278728858752642e-58,Tpi1,1.3925483,1.7756301096506572e-10,Tmem178,6.2166433,7.535543069819542e-11,Spock3,7.069658,1.9116971624862673e-08,Ifitm2,0.76404625,2.418245715714957e-05
S100a11,0.868099,3.769531401349578e-80,Pi15,3.326741,5.136822392499634e-212,Rnd3,1.0444242,4.988230175064728e-55,H3f3b,0.34113413,6.107968598727772e-42,Igf2r,0.75127065,2.269058584451163e-31,Rps4x,0.3971105,7.479266514739417e-40,Ndufa4,0.7867909,1.2405345003513542e-41,Spint2,2.9574068,4.757203188675297e-30,Lpl,3.4300392,2.797315251544963e-53,Tacc3,2.1754353,3.880861383554431e-17,Atp1b2,4.203829,4.671925416910046e-58,Anxa2,1.7267263,2.2002358407297202e-10,Mafb,4.021881,7.681553146612603e-11,Apoe,3.5854397,2.0269029933071166e-08,Mfap4,1.3075935,2.675017362776361e-05
Gabarap,0.6061486,5.142029668842189e-80,Thbs2,2.6152446,9.057788960890809e-212,Eef1a1,0.23638786,1.3284777044571814e-54,Rarb,2.2002597,8.050436753398418e-42,Npm1,0.46933788,3.0398282405464293e-31,Hmgb3,1.1094365,5.355297621746357e-39,Angptl6,3.3140907,1.2805827076245275e-41,Mgst3,1.9563887,9.266949011752251e-30,Fn1,2.0817697,6.696663592123317e-52,Sem1,0.6635471,4.1112093292247303e-17,Tpm4,1.8316481,4.8893958849459655e-58,Add3,2.3343198,2.839006394087448e-10,Rock2,2.3403091,8.123663137764834e-11,Ghr,2.381134,2.302974407173138e-08,Ncald,3.0696125,2.8083340567739014e-05
Hspe1,0.64621526,3.7108245875225915e-79,Agtr2,5.1263065,8.748297678198564e-207,Osr1,0.9248712,1.7796039878856935e-54,Gdf10,1.5674609,2.1114245166251377e-41,Gm42418,0.6755808,3.0558004580405235e-31,Nkx2-3,1.0485245,2.358074164461619e-38,Speg,2.2196667,4.775517348062586e-41,Cox7c,0.78393906,2.0887546796090562e-29,F2r,2.8399062,9.495246032313969e-52,Glrx5,1.0904168,5.433599028092432e-17,Atp2a2,2.3383238,1.8600838844754205e-57,H19,1.2154807,3.549943538693625e-10,mt-Nd4,0.71488166,1.1100057497535032e-10,Ptpre,6.124252,2.7787273353325785e-08,Pros1,2.5851922,2.9964048238663555e-05
Gnas,0.32609713,4.806093350573555e-79,Rpl38,0.8430056,9.13197233087251e-207,Rps3,0.3967932,3.177549735173469e-54,Myh10,0.81341815,3.6634870088372493e-41,Set,0.5552265,3.179286972151012e-31,Srsf3,0.68742263,3.27434125250458e-38,Gm45716,3.1238842,7.420350672594182e-41,Rab28,1.7701651,7.071625220025658e-29,Rcsd1,3.3451037,4.1572177691238895e-51,Tuba1a,0.9536717,5.554738247889245e-17,Rasl12,5.8990364,2.2589334104434203e-56,Klf6,2.5365236,4.5829116479736613e-10,Stox2,4.452906,1.2390325287658565e-10,Lxn,3.8701768,2.822787769743641e-08,Filip1l,1.8010374,3.0531794301843e-05
Mif,0.75394607,1.2308543610573123e-77,Loxl1,2.150577,1.6946144756936044e-206,Myh11,1.727826,4.5915589194001323e-54,Hoxd3os1,3.8718042,6.03312475474285e-41,Efhd2,1.3624763,3.542408816837206e-31,Iqgap2,1.5556751,3.337630827614911e-38,Fblim1,1.535272,1.1677509787754441e-40,Pcp4l1,3.7601616,7.22174244915519e-29,mt-Co2,0.5842966,1.6796074341097515e-50,Nedd8,0.70697236,9.634418123581351e-17,Crim1,4.391165,5.238893336287009e-56,Atp2b4,2.0622392,4.596717698358626e-10,Pdlim1,4.352218,1.5991509483805863e-10,Fst,3.0647516,3.1108380808603206e-08,Nfia,1.3173622,3.0702674112954577e-05
Rpl23a,0.438798,1.6827515349371414e-76,Emp1,2.5858517,1.77059317742936e-204,Rps15a,0.26880017,1.6192190624681708e-53,Ldhb,0.87865996,6.759125753913215e-41,Rai14,1.5788605,6.828350928064403e-31,Sfrp1,1.1491214,3.287537368711339e-37,Cfl2,1.077466,3.9650496294059e-40,Cox5a,0.98850924,1.1104104294224337e-28,Emid1,4.420883,1.9740797243144159e-50,Top1,0.79116094,1.2227702258197572e-16,Wtip,2.7347484,6.68424609811982e-55,Pid1,2.890175,4.6121960300563315e-10,Ptgs1,5.2850904,1.6208514471368023e-10,Itm2b,1.3058845,3.319455422320714e-08,Jam2,5.1213694,3.077414193397383e-05
Sfr1,0.5963508,7.093814647421689e-76,Nrp1,1.6624315,5.951648702860117e-204,Aldh1a1,1.8603675,2.5264343883031616e-53,Rdh10,1.5426294,1.5583569241471384e-40,Anp32a,0.75723624,7.712398072790617e-31,Asph,1.4755552,4.137979595701492e-37,Purb,1.0635717,5.134743767262293e-40,Aldh1a1,2.3543832,1.6357770361863586e-28,Raph1,2.6398034,7.833346852048145e-50,Snrpc,0.87420124,1.282919334178486e-16,Ndrg2,3.2608202,1.809839130165256e-54,Phactr2,2.0260203,4.796860686645818e-10,Thsd4,5.1336784,1.9047923311147312e-10,Neat1,5.6308084,4.3371538724364495e-08,Lpgat1,1.9932625,3.153172003874311e-05
Rpl24,0.31052783,8.495993386599362e-74,Aspn,2.901058,1.86347630834341e-201,Rpl12,0.32567173,2.8890760686019805e-53,Cdc42ep3,1.5114986,2.991712716174921e-40,Plagl1,0.71765536,1.1489242419990912e-29,Hnrnpd,0.758283,6.677694908603014e-37,Ppp1r12a,1.2121259,1.6257927151645718e-38,Usmg5,1.1898452,1.6797096484921957e-28,Lamc1,2.3283958,2.065350308022361e-49,Pimreg,2.2988353,1.8178631717404678e-16,Actb,1.0664426,5.520331898589474e-54,Actg1,0.7981474,5.233129702547468e-10,Ecm1,3.378114,2.7366031581652174e-10,Gnao1,4.062025,6.083025476924792e-08,Lamc1,1.9021385,3.213758155230646e-05
